"","ACC2SURV_ACCID","Quercheck","ANS2SURV_ID","ANS2SURV_DURATION","IMPACT","OCCURRENCE","X1PCT","Y1PCT","X2PCT","Y2PCT","PROZAHL","RPZ","GRAPHIO","GRAPHRPZ","QUES2SURV_ID","Q2SID_PREV","Q2SID_NEXT","QUES2SURV_QUESID","QUES_ID","QUES_TEXT","QUES_TYP","QUES2SURV_SURVID","SURV_NAME","QUES2SURV_SORT","QUES2SURV_METHOD","QUES2SURV_KBID","ANS2SURV_QUES2SURVID","ANS2SURV_ACC2SURVID","ANS2SURV_METHOD","MODIFIED","ACC2SURV_GROUPID","ACC2SURV_FIRSTSTEP_DATE","ACC2SURV_MAILFIRST","ACC2SURV_MAILSECOND","ACC2SURV_ROLE","ANS2SURV_ANSWERED","ANS2SURV_COMMENT","QUES_CAUSE","QUES_EFFECT","X1Pixel","X2Pixel","Y1Pixel","Y2Pixel","ClassicGrid","getlowx","gethighx","getlowy","gethighy","hitOcc","hitImp","QuestionGroup","uncertaintyIPixel","uncertaintyIPercent","uncertaintyOPixel","uncertaintyOPercent","uncertaintyAreaPixel","uncertaintyAreaPercent","uncertaintyPerimeterPixel","uncertaintyPerimeterPercent","uncertaintytotalPixel","uncertaintytotalPercent","middleX","middleY","middleIGRID","middleOGRID"
"8015",729,729,3870075,21,4,2,"53.25","31.75","78","59",32,8,-1,-1,1349,1347,1351,307,307,"Verzögerungen in diversen Vergabeverfahren (Einsprüche) vor allem bei Schlüsselgewerken","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",52,"classic","RA3",1349,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- unklare Ausschreibungsunterlagen <br>- Vorgaben im Bezug auf den Beschaffungsprozess /Ausschreibung und Vergaben werden nicht eingehalten <br>- Willkür der Einsprucherhebenden","	- zeitliche Verzögerungen <br>- Mehrkosten",213,312,127,236,NA,3,4,3,4,FALSE,TRUE,NA,99,24.75,109,27.25,10791,6.744375,416,26,208,26,262.5,181.5,4,3
"8017",729,729,3870189,11,4,3,"29","36.25","57.5","61.75",48,12,-1,-1,1351,1349,1399,308,308,"keine ausreichende Zugangsregelung der Nuklearmedizin zum Zeitpunkt des Abbruch des Nordtraktes von Gebäude 161 und entsprechende Information aller Beteiligten darüber","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",53,"classic","SI1",1351,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","","",116,230,145,247,NA,2,3,2,4,TRUE,FALSE,NA,114,28.5,102,25.5,11628,7.2675,432,27,216,27,173,196,3,3
"8019",729,729,3870303,12,4,4,"59.75","6.5","90.5","37.5",64,16,-1,-1,1399,1351,1353,309,309,"Steigerung der Sicherheit von Patient:innen, Mitarbeiter:innen und Dritter","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",54,"classic","SI2",1399,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","","",239,362,26,150,NA,4,5,4,5,TRUE,TRUE,NA,123,30.75,124,31,15252,9.5325,494,30.875,247,30.875,300.5,88,4,4
"8021",729,729,3870417,7,4,4,"43.75","34.75","64.5","54.25",64,16,-1,-1,1353,1399,1355,310,310,"keine ausreichende Baugrubenabsicherung zum angrenzenden Betrieb","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",55,"classic","SI3",1353,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","","",175,258,139,217,NA,3,4,3,4,TRUE,TRUE,NA,83,20.75,78,19.5,6474,4.04625,322,20.125,161,20.125,216.5,178,3,3
"8023",729,729,3870531,7,3,3,"33.5","27","64","54.5",36,9,-1,-1,1355,1353,1357,311,311,"Ausfall kritischer Infrastruktur","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",56,"classic","SI4",1355,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","Anschluss- und Baumaßnahmen (Kälte, Wärme, Abwasser, Wasser usw.)","Versorgungsauftrag kann nicht erfüllt werden",134,256,108,218,NA,2,4,3,4,TRUE,TRUE,NA,122,30.5,110,27.5,13420,8.3875,464,29,232,29,195,163,3,3
"8025",729,729,3870645,6,3,3,"39.5","34","61.75","56",36,9,-1,-1,1357,1355,1359,312,312,"Kollektorgang nicht nutzbar","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",57,"classic","SI5",1357,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","Bautätigkeiten","Einschränkungen in der Versorgung ( Logistik)",158,247,136,224,NA,2,4,3,4,TRUE,TRUE,NA,89,22.25,88,22,7832,4.895,354,22.125,177,22.125,202.5,180,3,3
"8027",729,729,3870759,6,4,4,"65.25","3","96.75","33.75",64,16,-1,-1,1359,1357,1361,313,313,"Beeinträchtigung des Zugangs/Zufahrt der Notaufnahme","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",58,"classic","SI6",1359,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","Intensive Verschränkung des Baustellenverkehrs mit dem laufenden Betrieb im hochfrequentierten Bereich der Notfallaufnahme","Beeinflussung der (Rettungs-)Notfahrten",261,387,12,135,NA,4,5,4,5,TRUE,TRUE,NA,126,31.5,123,30.75,15498,9.68625,498,31.125,249,31.125,324,73.5,5,5
"8029",729,729,3870873,6,3,3,"39","51.25","61.75","72.25",36,9,-1,-1,1361,1359,1363,314,314,"Zeitgerechte Umsetzung/Überwachung vorhabensbezogener sicherheitstechnischer Vorgaben","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",59,"classic","SI7",1361,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","","",156,247,205,289,NA,2,4,2,3,TRUE,TRUE,NA,91,22.75,84,21,7644,4.7775,350,21.875,175,21.875,201.5,247,3,2
"8031",729,729,3870987,7,3,2,"32.5","44.25","49","56.75",24,6,-1,-1,1363,1361,1365,315,315,"keine ausreichende Einbindung und Information der Sicherheitsbeauftragten über sicherheitsrelevante Faktoren","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",60,"classic","SI8",1363,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","","",130,196,177,227,NA,2,3,3,3,FALSE,TRUE,NA,66,16.5,50,12.5,3300,2.0625,232,14.5,116,14.5,163,202,3,3
"8033",729,729,3871101,781,3,3,"29.5","56.25","54.5","81.5",36,9,-1,-1,1365,1363,1401,316,316,"Gefährdung des Abklingbeckens durch Bestandsabriss in Nähe","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",61,"classic","SI9",1365,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","Baumaßnahmen","Gefährdung des Grundwassers",118,218,225,326,NA,2,3,1,3,TRUE,TRUE,NA,100,25,101,25.25,10100,6.3125,402,25.125,201,25.125,168,275.5,3,2
"8035",729,729,3871215,15,5,5,"77.75","1.75","98.75","20.5",100,25,-1,-1,1401,1365,1367,317,317,"Verbesserung der technischen Betriebssicherheit","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",62,"classic","TE1",1401,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","","",311,395,7,82,NA,4,5,4,5,TRUE,TRUE,NA,84,21,75,18.75,6300,3.9375,318,19.875,159,19.875,353,44.5,5,5
"8037",729,729,3871329,64,3,3,"63.25","47.5","86.5","69.75",36,9,-1,-1,1367,1401,1403,318,318,"Beschädigung bzw. Beeinträchtigung der Betriebsbereitschaft sensibler medizintechnischer Geräte (z. B. SPECT Kameras, Szintillationskristalle) Bestand und Siedlungsgut","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",63,"classic","TE2",1367,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- Abriss <br>- Erschütterungen <br>- Temperaturschwankungen <br>- Staubentwicklung","Gefährdung der Patient:innensicherheit",253,346,190,279,NA,4,5,2,3,TRUE,FALSE,NA,93,23.25,89,22.25,8277,5.173125,364,22.75,182,22.75,299.5,234.5,4,3
"8039",729,729,3871443,89,4,4,"53.75","2","71","18.75",64,16,-1,-1,1403,1367,1369,319,319,"Zusammenführung, Anbindung, Harmonisierung struktureller und technischer Standards und deren Auslegung (alt/neu) ==> Implementierung aktueller Haus- und Betriebstechnik","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",64,"classic","TE3",1403,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- Umsetzung eines Neubaus","	- moderne, gleichwertige technische Infrastruktur <br>- Anlagenredundanz",215,284,8,75,NA,3,4,5,5,FALSE,TRUE,NA,69,17.25,67,16.75,4623,2.889375,272,17,136,17,249.5,41.5,4,5
"8041",729,729,3871557,11,4,4,"34.5","32.5","56.25","55.75",64,16,-1,-1,1369,1403,1371,322,322,"Fernwärme/Kälteversorgung für zukünftige Versorgung berücksichtigen (Neuverlegung, Trassenführung)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",65,"classic","TE4",1369,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","","",138,225,130,223,NA,2,3,3,4,TRUE,FALSE,NA,87,21.75,93,23.25,8091,5.056875,360,22.5,180,22.5,181.5,176.5,3,3
"8043",729,729,3871671,10,5,5,"55","30","79.25","48.5",100,25,-1,-1,1371,1369,1233,323,323,"Kollektorgänge für zukünftige Erweiterungen vorbereitet (Onkozentrum)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",66,"classic","TE5",1371,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","","",220,317,120,194,NA,3,4,3,4,FALSE,FALSE,NA,97,24.25,74,18.5,7178,4.48625,342,21.375,171,21.375,268.5,157,4,4
"8045",729,729,3871785,7,3,4,"57","41.75","83.75","61.5",48,12,-1,-1,1233,1371,1261,324,324,"keine absolute Staubfreiheit im Strahlenbereich für offene radioaktive Stoffe","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",67,"classic","TE6",1233,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","","",228,335,167,246,NA,3,5,2,3,FALSE,TRUE,NA,107,26.75,79,19.75,8453,5.283125,372,23.25,186,23.25,281.5,206.5,4,3
"8047",729,729,3871899,8,3,3,"36.25","55.25","63","77",36,9,-1,-1,1261,1233,1263,340,340,"IT- und MT-Schnittstellenproblematiken zwischen den Einrichtungen werden nicht ausreichend berücksichtigt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",68,"classic","TE7",1261,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","","",145,252,221,308,NA,2,4,2,3,TRUE,TRUE,NA,107,26.75,87,21.75,9309,5.818125,388,24.25,194,24.25,198.5,264.5,3,2
"8049",729,729,3872013,13,3,4,"49","48.5","74","67",48,12,-1,-1,1263,1261,1265,341,341,"Hebeanlage CMZ-Abwasser befindet sich direkt am Baufeld","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",69,"classic","TE8",1263,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","","keine Abwasserentsorgung vom CMZ möglich",196,296,194,268,NA,3,4,2,3,FALSE,TRUE,NA,100,25,74,18.5,7400,4.625,348,21.75,174,21.75,246,231,4,3
"8051",729,729,3872127,13,3,3,"26.25","8.25","50","29",36,9,-1,-1,1265,1263,1267,342,342,"Statik der  zweiten  Med für Umbauten des Bestandes nicht geeignet","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",70,"classic","TE9",1265,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- Zustand Altbestand","erhebliche Mehrkosten für Umbau und Abriss",105,200,33,116,NA,2,3,4,5,FALSE,TRUE,NA,95,23.75,83,20.75,7885,4.928125,356,22.25,178,22.25,152.5,74.5,2,5
"8053",729,729,3872241,11,3,4,"59","7","79.75","28.25",48,12,-1,-1,1267,1265,1373,343,343,"Lärm- und Staubbelästigung während der Bauphase der Patient:innen und Mitarbeiter:innen in den umliegenden Gebäude(-teile) ==> Nähe Notfallaufnahme ==> zentraler Verkehrsknotenpunkt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",71,"classic","UÖ1",1267,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- Unklare Definition der Anforderungen in den Ausschreibungsunterlagen <br>- Mangelhafte Kommunikation <br>- Mangelhafte Kontrollen <br>- Mangelndes Bewusstsein der Ausführenden <br>im Rahmen der Bautätigkeiten","	- Patient:innen und Mitarbeiter:innenunzufriedenheit <br>- Beeinträchtigung des laufenden Betriebs im Allgemeinen <br>- Höhere psychische Belastung der MA und Patient:innen <br> <br>",236,319,28,113,NA,3,5,4,5,TRUE,TRUE,NA,83,20.75,85,21.25,7055,4.409375,336,21,168,21,277.5,70.5,4,5
"8055",729,729,3872355,37,5,4,"62.25","9.75","85.25","32.75",80,20,-1,-1,1373,1267,1235,325,325,"Integration ressourcenschonender Energienutzungsmodelle in die Projektplanung (Alternativenergie, Passivhausstandard, Grundwasserkühlung/-energiespeicherung, Photovoltaik (z. B. in Fassade integrieren oder am Dach), Erdwärme, Sonnenschutz - starke Lamellen, Fassadenfarbe, Niedertemperatur Heiz-Kühlsystem (Baukernaktivierung,  usw.)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",72,"classic","UÖ2",1373,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","","	- erhöhter Baukosteneinsatz <br>- zusätzliche Beschattung",249,341,39,131,NA,4,5,4,5,TRUE,TRUE,NA,92,23,92,23,8464,5.29,368,23,184,23,295,85,4,4
"8057",729,729,3872469,6,3,4,"60.5","46.5","83","71",48,12,-1,-1,1235,1373,1237,326,326,"Erschütterungen während der Bauphase","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",73,"classic","UÖ3",1235,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","Nähe Baufeld","	- Patient:innen und Mitarbeiter:innen Unzufriedenheit <br>- Schädigung etwaiger hochsensibler medizinsicher Geräte (z. B. SPECT Kamera, PET/CT) <br>- Beeinträchtigung bei Operationen <br>- Schädigung angrenzender Gebäude(-teile) <br>- Reduzierte Sicherheit der Patienten:innen und Mitarbeiter:innen <br>- Beeinträchtigung des laufenden Betriebs im Allgemeinen <br>- höhere psychische Belastung der MA und Patient:innen",242,332,186,284,NA,4,5,2,3,FALSE,FALSE,NA,90,22.5,98,24.5,8820,5.5125,376,23.5,188,23.5,287,235,4,3
"8059",729,729,3872583,15,3,4,"42.5","63","62.25","75.75",48,12,-1,-1,1237,1235,1239,327,327,"unbekannte Einbauten im Boden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",74,"classic","UÖ4",1237,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- keine vorliegenden Unterlagen","	- Mehrkosten",170,249,252,303,NA,3,4,2,2,FALSE,TRUE,NA,79,19.75,51,12.75,4029,2.518125,260,16.25,130,16.25,209.5,277.5,3,2
"8061",729,729,3872697,15,3,4,"73.75","3","97.75","23.25",48,12,-1,-1,1239,1237,1241,328,328,"keine Kenntnis über das Ausmaß des kontaminierten Abbruchmaterials (Asbest, gefährliche Stoffe) und kontaminierte Einbauten im Baugrund","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",75,"classic","UÖ5",1239,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","alte Baureste (Sondermüll) z. B. Abriss Schilddrüsenambulanz","	- Mehrkosten <br>- Baustelleneinschränkungen <br>- (erhöhte) Umweltauflagen werden nicht eingehalten",295,391,12,93,NA,4,5,4,5,TRUE,FALSE,NA,96,24,81,20.25,7776,4.86,354,22.125,177,22.125,343,52.5,5,5
"8063",729,729,3872811,6,3,4,"65.5","36.75","85.5","57.5",48,12,-1,-1,1241,1239,1243,329,329,"Verunreinigung angrenzender Gebäude","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",76,"classic","UÖ6",1241,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","Abklingbecken der Nuklearmedizin","	- Mehrkosten <br>- Projektverzögerungen <br>- Image <br>- Verunreinigung des Grundwassers",262,342,147,230,NA,4,5,3,4,TRUE,FALSE,NA,80,20,83,20.75,6640,4.15,326,20.375,163,20.375,302,188.5,4,3
"8065",729,729,3872925,12,4,4,"41.5","70","61.25","89",64,16,-1,-1,1243,1241,1245,330,330,"Verunreinigung des Grundwasser","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",77,"classic","UÖ7",1243,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- bauliche Tätigkeiten","Verlust des Trinkwasser",166,245,280,356,NA,3,4,1,2,FALSE,TRUE,NA,79,19.75,76,19,6004,3.7525,310,19.375,155,19.375,205.5,318,3,2
"8067",729,729,3873039,5,4,4,"40.5","68","62","88.75",64,16,-1,-1,1245,1243,1375,331,331,"unkontrollierter Wassereintritt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",78,"classic","UÖ8",1245,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- Hochwasserschutz wurde nicht ausreichend berücksichtigt <br>- mangelnde Abdeckarbeiten im Zuge der Bautätigkeiten","	- Personenschaden <br>- Sachschaden  <br>- Bauverzögerung <br>- Sach- bzw. Personenschaden",162,248,272,355,NA,3,4,1,2,FALSE,TRUE,NA,86,21.5,83,20.75,7138,4.46125,338,21.125,169,21.125,205,313.5,3,2
"8069",729,729,3873153,10,5,4,"27.5","56","48.75","74",80,20,-1,-1,1375,1245,1247,332,332,"Förderungen lukrieren","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",79,"classic","UÖ9",1375,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","","Budgetschonung",110,195,224,296,NA,2,3,2,3,FALSE,FALSE,NA,85,21.25,72,18,6120,3.825,314,19.625,157,19.625,152.5,260,2,2
"8071",729,729,3873267,7,4,3,"38","30","59.5","48.75",48,12,-1,-1,1247,1375,1249,333,333,"Beschaffenheit des Baugrunds nicht ausreichend bekannt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",80,"classic","UV1",1247,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- Materialaufbau <br>- Grundwasser <br>- Bestandseinbauten <br>- Kriegsdelikte","	- Mehrkosten <br>- zeitliche Verzögerung <br>- Gefährdung von Personen und Strukturen",152,238,120,195,NA,2,3,3,4,TRUE,FALSE,NA,86,21.5,75,18.75,6450,4.03125,322,20.125,161,20.125,195,157.5,3,4
"8073",729,729,3873381,8,5,4,"42.5","28","61.75","50",80,20,-1,-1,1249,1247,1251,334,334,"Altbestand nicht ausreichend bekannt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",81,"classic","UV2",1249,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- Gebäude am Baufeld tlw. in Betrieb <br>- Bestandsunterlagen zur Statik liegen nicht vor","	- Mehrkosten <br>- zeitliche Verzögerung Umsetzungsprojekt <br>- Gefährdung von Personen und Strukturen",170,247,112,200,NA,3,4,3,4,TRUE,FALSE,NA,77,19.25,88,22,6776,4.235,330,20.625,165,20.625,208.5,156,3,4
"8075",729,729,3873495,8,5,5,"44","10","70.25","33.25",100,25,-1,-1,1251,1249,1253,335,335,"nicht einschätzbare Beschaffungsmarkt-  und -angebotspreisentwicklung,","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",82,"classic","UV3",1251,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- geopolitische Entwicklung/Ereignisse <br>- pandemische Entwicklung und Folgen (SiGe-Plan)","	- Mehrkosten <br>- Projektlaufzeit Umsetzungsprojekt durch fehlende Finanzierung nicht einhaltbar",176,281,40,133,NA,3,4,4,5,TRUE,FALSE,NA,105,26.25,93,23.25,9765,6.103125,396,24.75,198,24.75,228.5,86.5,3,4
"8077",729,729,3873609,6,4,4,"40","8.5","66","35.75",64,16,-1,-1,1253,1251,1255,336,336,"nicht einschätzbare Verzögerungen, Unterbrechungen und Ausfälle von Lieferketten und Leistungen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",83,"classic","UV4",1253,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- geopolitische Entwicklung/Ereignisse <br>- pandemische Entwicklung und Folgen (SiGe-Plan)","	- Mehrkosten <br>- Projektlaufzeit Umsetzungsprojekt",160,264,34,143,NA,3,4,4,5,TRUE,TRUE,NA,104,26,109,27.25,11336,7.085,426,26.625,213,26.625,212,88.5,3,4
"8079",729,729,3873723,8,2,2,"59.75","15.5","85.25","37",16,4,-1,-1,1255,1253,1257,337,337,"Konkurs von Auftragsnehmern","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",84,"classic","UV5",1255,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","","Bau- und Projektverzug",239,341,62,148,NA,4,5,4,5,FALSE,FALSE,NA,102,25.5,86,21.5,8772,5.4825,376,23.5,188,23.5,290,105,4,4
"8081",729,729,3873837,13,3,2,"22","55.5","52","79.75",24,6,-1,-1,1257,1255,1259,338,338,"fehlende Bieter im Vergabeverfahren (z. B. Planer und ausführende Gewerke)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",85,"classic","UV6",1257,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","Marktsituation","Bau- und Projektverzug",88,208,222,319,NA,2,3,1,3,TRUE,TRUE,NA,120,30,97,24.25,11640,7.275,434,27.125,217,27.125,148,270.5,2,2
"8083",729,729,3873951,35,4,4,"23.5","56.75","54.75","76.25",64,16,-1,-1,1259,1257,0,339,339,"Änderung/Reduktion der/des medizinischen Leistungsplanung/-spektrums/-angebotsplanung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",86,"classic","UV7",1259,1169,"classic","12.10.2022",2,"28.09.2022","","12.10.2022",2,1,"","	- keine umfassende Berücksichtigung des gesundheitspolitischen Bedarfs sowie der Nutzeranforderungen <br>- Reduktion der räumlichen Strukturen <br>- Neudefinition von Prozessen aufgrund eines veränderten diagnostischen Ablaufs <br>- betriebsorganisatorische und personalstrukturelle Veränderungen","	- keine Deckung der Nachfrage <br>- keine Erfüllung des Versorgungsauftrags",94,219,227,305,NA,2,3,2,3,FALSE,FALSE,NA,125,31.25,78,19.5,9750,6.09375,406,25.375,203,25.375,156.5,266,2,2
"8085",375,375,4113893,39,2,5,"4.25","87.25","13.75","99.5",40,10,-1,-1,1269,0,1271,344,344,"keine umfangreiche Information aller Betroffenen und Beteiligten (z. B. zur weiteren (Unternehmens- und Abteilungs-)Strategie bzgl. Fortbestand der Therapiestation und des Zyklotron, sowie den Funktionsräumen von Gebäude 161 (SPECT/PET); Schilddrüsenspezialambulanz)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",1,"classic","BB1",1269,558,"classic","18.10.2022",2,"26.09.2022","17.08.2022","10.10.2022",1,1,"","	- keine umfassende, zeitgerechte Einbindung und Kommunikation und Information durch in der Projektorganisation und das KD <br>- keine ausreichenden Ressourcenverfügbarkeit für Projekttermine usw. <br>- Masterplan nicht kommuniziert","	- Projektänderungswünsche <br>- Projektverzögerungen <br>- Nutzerunzufriedenheit <br>- keine Identifikation mit dem Projekt <br>- Skepsis, Ängste bzw. keine Zustimmung der Beteiligten und Betroffenen",17,55,349,398,NA,1,1,1,1,FALSE,FALSE,NA,38,9.5,49,12.25,1862,1.16375,174,10.875,87,10.875,36,373.5,1,1
"8087",375,375,4114009,20,1,5,"5.75","86.25","19.75","94.5",20,5,-1,-1,1271,1269,1377,345,345,"Projektanforderungen ändern sich","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",2,"classic","BB2",1271,558,"classic","18.10.2022",2,"26.09.2022","17.08.2022","10.10.2022",1,1,"","	- Wechsel der Nutzervertreter BO (z. B. durch Pensionierungen)  <br>- lange Projektlaufzeit","	- Kostensteigerungen <br>- zeitliche Verzögerungen <br>- Veränderung des technischen Standards zwischen Planung und Inbetriebnahme",23,79,345,378,NA,1,2,1,1,FALSE,TRUE,NA,56,14,33,8.25,1848,1.155,178,11.125,89,11.125,51,361.5,1,1
"8089",375,375,4114125,25,5,1,"78.75","88.5","95.75","98",20,5,-1,-1,1377,1271,1273,346,346,"Nutzung der Erfahrung der Beteiligten aus den Fachbereichen, Fachbereichsmitarbeiter:innen zu Beteiligten machen und einbeziehen","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",3,"classic","BB3",1377,558,"classic","18.10.2022",2,"26.09.2022","17.08.2022","10.10.2022",1,1,"","","Frühzeitige Erhebung und Berücksichtigung von Schnittstellenproblemen und -defiziten",315,383,354,392,NA,4,5,1,1,TRUE,TRUE,NA,68,17,38,9.5,2584,1.615,212,13.25,106,13.25,349,373,5,1
"8091",375,375,4114241,12,2,3,"6.5","86.25","15.75","91.75",24,6,-1,-1,1273,1377,1275,347,347,"keine ausreichende Ressourcenverfügbarkeit bei den Betroffenen und Beteiligten (z. B. für Projektsitzungen im Rahmen der Planung, Umsetzung und Übersiedelung)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",4,"classic","BB4",1273,558,"classic","18.10.2022",2,"26.09.2022","17.08.2022","10.10.2022",1,1,"","im Rahmen der Projektplanung werden Dienstpläne, Urlaubszeiten oder Zeiten intensiver zusätzlicher Tätigkeiten (z. B. Jahresabschluss) nicht berücksichtigt <br>(Fachbereiche, Hygiene)","	- Projektverzögerung <br>- verzögerte Inbetriebnahme",26,63,345,367,NA,1,1,1,1,FALSE,FALSE,NA,37,9.25,22,5.5,814,0.50875,118,7.375,59,7.375,44.5,356,1,1
