"","ACC2SURV_ACCID","Quercheck","ANS2SURV_ID","ANS2SURV_DURATION","IMPACT","OCCURRENCE","X1PCT","Y1PCT","X2PCT","Y2PCT","PROZAHL","RPZ","GRAPHIO","GRAPHRPZ","QUES2SURV_ID","Q2SID_PREV","Q2SID_NEXT","QUES2SURV_QUESID","QUES_ID","QUES_TEXT","QUES_TYP","QUES2SURV_SURVID","SURV_NAME","QUES2SURV_SORT","QUES2SURV_METHOD","QUES2SURV_KBID","ANS2SURV_QUES2SURVID","ANS2SURV_ACC2SURVID","ANS2SURV_METHOD","MODIFIED","ACC2SURV_GROUPID","ACC2SURV_FIRSTSTEP_DATE","ACC2SURV_MAILFIRST","ACC2SURV_MAILSECOND","ACC2SURV_ROLE","ANS2SURV_ANSWERED","ANS2SURV_COMMENT","QUES_CAUSE","QUES_EFFECT","X1Pixel","X2Pixel","Y1Pixel","Y2Pixel","ClassicGrid","getlowx","gethighx","getlowy","gethighy","hitOcc","hitImp","QuestionGroup","uncertaintyIPixel","uncertaintyOPixel","uncertaintyAreaPixel","uncertaintyPerimeterPixel","uncertaintytotalPixel","middleX","middleY","middleIGRID","middleOGRID","middleGRID"
"6379",442,442,1975951,12,3,4,"53","45.75","99.5","51.25",48,12,-1,-1,1281,1279,1283,351,351,"Falsche oder nicht ausgesprochene Erwartungen durch Nutzer, Partner, Anrainer","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",8,"classic","BB8",1281,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","	- lange Projektdauer <br>- Wechsel wesentlicher Schlüsselpersonen","",212,398,195,217,"Grid43",3,5,3,3,FALSE,TRUE,NA,186,22,4092,416,208,305,206,4,3,"Grid34"
"6381",442,442,1976041,57,4,4,"51.25","67.5","86.25","87",64,16,-1,-1,1283,1281,1285,352,352,"Überlastung des Projektteams","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",9,"classic","BB9",1283,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","mehrere gleichzeitig laufende Projekte","Projektverzögerung",205,345,52,130,"Grid44",3,5,2,1,FALSE,TRUE,NA,140,78,10920,436,218,275,91,4,2,"Grid24"
"6383",442,442,1976131,24,4,3,"65.5","39.75","100","60",48,12,-1,-1,1285,1283,1287,353,353,"mangelnde Unterstützung/Widerstand von Beteiligten und Betroffenen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",10,"classic","BB10",1285,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","","Projektverzögerung",262,400,160,241,"Grid34",4,5,4,3,FALSE,TRUE,NA,138,81,11178,438,219,331,200.5,5,3,"Grid35"
"6385",442,442,1976221,40,4,5,"46.75","10.5","83.75","19",80,20,-1,-1,1287,1285,1289,354,354,"langwierige Entscheidungsfindung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",11,"classic","OR1",1287,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","	- unklare Entscheidungs- und Freigabeprozesse <br>- unklare Zuständigkeiten <br>- keine klare Festlegung, Darstellung und Kommunikation des Projektaufbau und -ablauforganisations sowie der Entscheidungsmatrix <br>- Wechsel von Schlüsselpersonen","	- Projektverzögerung",187,335,324,358,"Grid54",3,5,5,5,TRUE,TRUE,NA,148,34,5032,364,182,261,341,4,5,"Grid54"
"6387",442,442,1976311,15,4,3,"68.5","71.25","100","99.75",48,12,-1,-1,1289,1287,1291,355,355,"unzureichende Kompetenz und Erfahrung des Projektleiter, Krankenhaushygienikers usw.","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",12,"classic","OR2",1289,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","	- Projektleiter bzw. Hygieniker ist zu kurz im Unternehmen, um die Struktur und Handlungsweisen des Unternehmens zu verstehen","	- Projektverzögerung",274,400,1,115,"Grid34",4,5,2,1,FALSE,TRUE,NA,126,114,14364,480,240,337,58,5,1,"Grid15"
"6389",442,442,1976401,21,4,2,"63","40.5","94.75","60",32,8,-1,-1,1291,1289,1293,356,356,"keine Integration QMS und RMS","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",13,"classic","OR3",1291,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","","",252,379,160,238,"Grid24",4,5,3,3,FALSE,TRUE,NA,127,78,9906,410,205,315.5,199,4,3,"Grid34"
"6391",442,442,1976491,71,3,4,"54.25","21.5","72.5","48.75",48,12,-1,-1,1293,1291,1295,357,357,"keine ausreichende Berücksichtigung/Koordination der vielen Beteiligten und/oder Schnittstellen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",14,"classic","OR4",1293,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","","",217,290,205,314,"Grid43",3,4,4,3,FALSE,TRUE,NA,73,109,7957,364,182,253.5,259.5,4,4,"Grid44"
"6393",442,442,1976581,30,4,3,"41","29.5","54.75","50",48,12,-1,-1,1295,1293,1297,358,358,"fehlende selbständige interne Koordination der Fachabteilung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",15,"classic","OR5",1295,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","	- kein Verständnis der übermittelten Information <br>- keine interne Kommunikation und Information in der Abteilung","Wissensdefizit <br>ineffiziente Arbeitssitzungen",164,219,200,282,"Grid34",3,3,4,3,FALSE,FALSE,NA,55,82,4510,274,137,191.5,241,3,4,"Grid43"
"6395",442,442,1976671,43,5,3,"81","24","92","49.75",60,15,-1,-1,1297,1295,1299,359,359,"Wechsel wesentlicher Schlüsselpersonen für die Umsetzung/Verantwortlicher im Projektteam (z. B. Projektleitung, Nutzer, Planer, Auftraggeber, Verantwortungsträger in einzelnen Bereichen z. B. Technik), Know-How-Träger stehen nicht zur Verfügung / Veränderung in den Entscheidungsstrukturen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",16,"classic","OR6",1297,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","	- keine rechtzeitige Nachfolgeregelung z. B. bei Pensionierungen <br>- fachliche Überforderung <br>- Neubesetzungen","	- mangelhafter Wissenstransfer <br>- Ressourcenlücken <br>- Verzögerungen bzw. Projekt kann nicht entsprechend denfinierten Projektzielen umgesetzt werden z. B. durch  Veränderungen in den Entscheidungsstrukturen",324,368,201,304,"Grid35",5,5,4,3,FALSE,TRUE,NA,44,103,4532,294,147,346,252.5,5,4,"Grid45"
"6397",442,442,1976761,58,3,4,"70","34.25","100","50.75",48,12,-1,-1,1299,1297,1301,360,360,"es besteht kein effizientes Änderungsmanagement","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",17,"classic","PA1",1299,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","	- zu viele Entscheider","	- Verzögerung <br>- Mehrkosten",280,400,197,263,"Grid43",4,5,4,3,FALSE,FALSE,NA,120,66,7920,372,186,340,230,5,3,"Grid35"
"6399",442,442,1976851,232,4,3,"45.75","26","59.5","52.5",48,12,-1,-1,1301,1299,1303,361,361,"verzögerte Freigabe von Planungsschritten und Genehmigungschritten (PA1)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",18,"classic","PA2",1301,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","	- fehlende Vorgaben Betriebsorganisation <br>- nicht geführte Diskussionen zu Fragen der Betriebsorganisation <br>- keine Klärung und Dokumentation der neuen Betriebsprozesse bzw. Patient:innenverantwortlichkeiten im neuen Behandlungsprozess","	- Verzögerung Gesamtprojektfortschritt <br>- fehlende Akzeptanz bei Nutzern",183,238,190,296,"Grid34",3,3,4,3,FALSE,FALSE,NA,55,106,5830,322,161,210.5,243,3,4,"Grid43"
"6401",442,442,1976941,22,4,4,"88.25","38.5","100","75.5",64,16,-1,-1,1303,1301,1305,362,362,"Raumplanung nicht am Betriebsbedarf ausgerichtet","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",19,"classic","PF1",1303,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","zu wenig Räumlichkeiten (6 OP-Räume und 2 Eingriffsräume) bzw. Platz (z. B. Ambulanzzentrum) für 60.000 ambulante Patienten jährlich","	- Einschränkung der Betriebsabläufe (ineffektiv und ineffizient) <br>- Wartezeiten für Patient:innen <br>- reduzierte Patienten- und Mitarbeiter:innen-Zufriedenheit",353,400,98,246,"Grid44",5,5,4,2,FALSE,FALSE,NA,47,148,6956,390,195,376.5,172,5,3,"Grid35"
"6403",442,442,1977031,50,5,3,"83.5","27.25","94.25","55.75",60,15,-1,-1,1305,1303,1379,363,363,"Betriebsunterbrechungen bzw. -ausfälle länger als 1 Arbeitswoche (Weiterbestand/Sanierung des restlichen Gebäudes 161 (inkl. den Räumlichkeiten für 3 SPECT/CT, 1 PET/CT) - Eingangsbereich 161","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",20,"classic","PF2",1305,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","	- Zwischenaussiedelung der Schilddrüsenambulanz zur Baufeldfeimachung <br>- zusätzliches Baufeld wird benötigt","	- Gefährdung der Patietnt:innen-Sicherheit (onkologisch) <br>- Nicht-Erfüllung des Versorgungsauftrages <br>- Mehrkosten  <br>- Mehrbedarf Personalressourcen <br>- länger Bauzeit <br>- keine Nachnutzung",334,377,177,291,"Grid35",5,5,4,3,FALSE,TRUE,NA,43,114,4902,314,157,355.5,234,5,3,"Grid35"
"6405",442,442,1977121,25,4,5,"68.25","28","81.75","84.5",80,20,-1,-1,1379,1305,1307,364,364,"Etablierung einer zentralen Leitstelle für die Schilddrüsenambulanz und die Nuklearmedizin","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",21,"classic","PF3",1379,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","","	- effektive und effiziente Prozessgestaltung <br>- Ressourcenschonung <br>- gesteigerte Patienten- und Mitarbeiter:innen-Zufriedenheit",273,327,62,288,"Grid54",4,5,4,1,FALSE,TRUE,NA,54,226,12204,560,280,300,175,4,3,"Grid34"
"6407",442,442,1977211,41,2,5,"32.75","79.75","75.75","88.5",40,10,-1,-1,1307,1379,1381,365,365,"Schulungs- und Einführungsaufwand","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",22,"classic","PF4",1307,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","	- neuartige Technologien <br>- Verfahren <br>- Prozesse <br>- Materialien","	- Personalmehraufwand",131,303,46,81,"Grid52",2,4,2,1,FALSE,TRUE,NA,172,35,6020,414,207,217,63.5,3,1,"Grid13"
"6409",442,442,1977301,51,3,4,"49.5","46.5","60.25","67.5",48,12,-1,-1,1381,1307,1397,366,366,"Harmonisierung unterschiedlicher Standards und Umsetzungsgrade in prozessübergreifenden Managementsystemen (z. B.  Qualitäts- und Risikomanagement, ISMS, Compliance) und anderen Systemen","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",23,"classic","PF5",1381,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","","",198,241,130,214,"Grid43",3,4,3,2,FALSE,TRUE,NA,43,84,3612,254,127,219.5,172,3,3,"Grid33"
"6411",442,442,1977391,25,3,4,"14.25","11.25","58.75","19.75",48,12,-1,-1,1397,1381,1331,297,297,"Baufeldfreimachung für zukünftige Projekte","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",24,"classic","PF6",1397,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","HNO, 1. Med.","",57,235,321,355,"Grid43",1,3,5,5,FALSE,TRUE,NA,178,34,6052,424,212,146,338,2,5,"Grid52"
"6413",442,442,1977481,58,4,2,"67.75","80.25","100","90.5",32,8,-1,-1,1331,1397,1309,298,298,"Gefährdung bestehender Zertifizierungen (ISO, Onko-Zentrum, UEMS, EMAS)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",25,"classic","PF7",1331,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","","",271,400,38,79,"Grid24",4,5,2,1,FALSE,TRUE,NA,129,41,5289,340,170,335.5,58.5,5,1,"Grid15"
"6415",442,442,1977571,18,3,2,"18.75","50.75","24.75","79.75",24,6,-1,-1,1309,1331,1311,281,281,"zusätzlicher Betrieb leer stehender Gebäude","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",26,"classic","PF8",1309,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","	- kein Abriss","	- Mehrkosten",75,99,81,197,"Grid23",1,2,3,2,FALSE,FALSE,NA,24,116,2784,280,140,87,139,2,2,"Grid22"
"6417",442,442,1977661,42,4,4,"53","23.25","79","51",64,16,-1,-1,1311,1309,1313,282,282,"keine Berücksichtigung der Veränderung der medizinischen Standards von der Planung bis zur Fertigstellung (ca. 6 Jahre)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",27,"classic","PF9",1311,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","medizinische Weiterentwicklung und Innovationen in der Zukunft können nicht berücksichtigt werden","",212,316,196,307,"Grid44",3,4,4,3,FALSE,TRUE,NA,104,111,11544,430,215,264,251.5,4,4,"Grid44"
"6419",442,442,1977751,21,5,3,"86.5","29.25","99.5","67.75",60,15,-1,-1,1313,1311,1315,283,283,"keine ausreichende Berücksichtigung von Kapazitäten, Zeit, Kosten in der Planung der Übersiedelung während der Bauphase","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",28,"classic","PF10",1313,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","","	- Projektkosten können nicht eingehalten werden / werden wesentlich überschritten <br>- verzögerte Inbetriebnahme",346,398,129,283,"Grid35",5,5,4,2,FALSE,TRUE,NA,52,154,8008,412,206,372,206,5,3,"Grid35"
"6421",442,442,1977841,12,5,3,"85","21","99.75","47.25",60,15,-1,-1,1315,1313,1317,284,284,"keine ausreichende Berücksichtigung der Schnittstellen zwischen Projekt und laufendem Betrieb (technisch)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",29,"classic","PF11",1315,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","	- keine ausreichenden technischen Gegebenheiten und Kapazitäten (Energie, Wasser, Klima, Gas, HT usw.)","	- Schnittstellenprobleme <br>- Mehrkosten",340,399,211,316,"Grid35",5,5,4,3,FALSE,TRUE,NA,59,105,6195,328,164,369.5,263.5,5,4,"Grid45"
"6423",442,442,1977931,392,4,4,"52","18.5","89.25","50",64,16,-1,-1,1317,1315,1319,285,285,"negative Auswirkung und Beeinflussung des angrenzenden (laufenden) Betriebs","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",30,"classic","PF12",1317,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","	- Nähe zum Baufeld (Erschütterungen, Lärm, Staub) <br>- keine adäquate Baufeldabgrenzung","	- Einschränkgung im Bereich (z. B. Nukl.Med., Notfallaufnahmen, Zufahrt) <br>- klinische Abläufe <br>- Patient:innen- und Mitarbeiter:innensicherheit und -zufriedenheit <br>- Gerätesicherheit <br>- Hygiene <br>- Logistik <br>- Brandschutz uvm.",208,357,200,326,"Grid44",3,5,5,3,FALSE,TRUE,NA,149,126,18774,550,275,282.5,263,4,4,"Grid44"
"6425",442,442,1978021,184,3,5,"48","2.5","59.75","33.5",60,15,-1,-1,1319,1317,1383,286,286,"Neu-Bewilligungen werden notwendig","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",31,"classic","PF13",1319,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","	- Abrisse","hohe Anforderungen mach Schließungen von Gebäuden notwendig",192,239,266,390,"Grid53",3,4,5,4,FALSE,TRUE,NA,47,124,5828,342,171,215.5,328,3,5,"Grid53"
"6427",442,442,1978111,284,5,5,"80.5","0","100","33.5",100,25,-1,-1,1383,1319,1385,287,287,"Adaptierung/Modernisierung der räumlichen Strukturen an die Anforderungen des Versorgungsauftrags sowie an die Anforderungen der betroffenen Primär- und Sekundärversorgungsbereiche","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",32,"classic","PF14",1383,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","	- demographische Entwicklung <br>Allgemein: <br>- infrastrukturelle Veränderung <br>- personalstrukturelle Veränderung <br>- abrechnungstechnische Veränderung <br>- beschaffungsspezifische Veränderung <br>- besserer Patient:innenkomfort im stationären (Betten-)Bereich <br>- bessere Anbindung an das CMZ (kürzere Patiet:innenwege <br>- bessere Umsetzung von Schallschutzmaßnahmen (Audiometrie) <br>","	- Berücksichtigung zukünftiger Versorungsbedarfe  <br>- Erhöhung der Versorgungsqualität (Reduktion der Wartezeiten) <br>- Stärkung des medizinischen Standards der Fachbereiche <br>- Effektivere und effizientere Gestaltung der Arbeitsabläufe bzw. des klinischen Alltags (z. B. Einführung einer zentralen Leitstelle / elektronische Unterstützung, Einführung neuer Berufsgruppen z. B. MOA, OA) <br>- kürzere Wege <br>- Verbesserung der Patienten- und Mitarbeiter:innen-Zufriedenheit ==> Imageverbesserung <br>- fachübergreifende Vernetzung der Fächer des Kopfzentrums <br>- Beibehaltung bzw. Erhöhung der Felxibilität des med. Personals => Schonung der Personalressource <br>- kein Bedarf des Transports radioaktiver Tracer <br>- Verbesserung der interdisziplinären Zusammenarbeit der Fachbereiche <br>- Nutzung von Synergien durch die Zusammenführung einzelner bisher autarker Fachbereiche <br>- Verschiebung von Marktanteilen",322,400,266,400,"Grid55",5,5,5,4,FALSE,TRUE,NA,78,134,10452,424,212,361,333,5,5,"Grid55"
"6429",442,442,1978201,NA,NA,NA,"","","","",NA,NA,-1,-1,1385,1383,1321,288,288,"nachhaltige Interimslösung der Räumlichkeiten zur Nachnutzung als Ausweichstation","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",33,"classic","PF15",1385,843,"classic","05.09.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,-1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6431",442,442,1978291,27,5,4,"70","26.75","100","51.75",80,20,-1,-1,1321,1385,1387,289,289,"keine Kompatibilität der Projektziele mit dem Versorgungsauftrag  (z. B. Betriebsziele, politische Ziele, Umsetzung ÖSG-RSG usw.)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",34,"classic","PU1",1321,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","	- Vorgaben des RSG NEU (2025) sehen wesentliche Änderungen zu dem im Projektumfang definierten Struktur- und Leistungsspektrum (Basis RSG 2020) vor (RSG 2030 könnte die Projektgrundlagen nochmals verändern ==> Stichwort: Auslagerung in die extramurale Versorgung) <br>- Unkenntnis über die Möglichkeit der Einsetzbarkeit des Faches PMR <br>- Projektnutzen ist zu wenig klar bestimmt => und vom Nutzer daher nicht erkennbar <br>","	- Nicht-Erfüllung des gesetzlich definierten Versorgungsauftrags <br>- keine Projektumsetzung",280,400,193,293,"Grid45",4,5,4,3,FALSE,TRUE,NA,120,100,12000,440,220,340,243,5,4,"Grid45"
"6433",442,442,1978381,11,5,5,"78.25","13","100","34",100,25,-1,-1,1387,1321,1389,290,290,"Einhaltung sicherheits- und gesundheitspolitischer Auflagen und Einschränkungen (ÖSG-RSG)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",35,"classic","PU2",1387,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","","",313,400,264,348,"Grid55",4,5,5,4,FALSE,TRUE,NA,87,84,7308,342,171,356.5,306,5,4,"Grid45"
"6435",442,442,1978471,8,4,5,"74.75","34","100","68.75",80,20,-1,-1,1389,1387,1391,291,291,"Verbesserung der Positionierung am Arbeitsmarkt","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",36,"classic","PU3",1389,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","z. B. moderne Strukturen und Arbeitsabläufe","	- gesteigertes Interesse bei DGKP, PA, RT, BMA",299,400,125,264,"Grid54",4,5,4,2,FALSE,TRUE,NA,101,139,14039,480,240,349.5,194.5,5,3,"Grid35"
"6437",442,442,1978561,9,5,4,"80","11.5","100","39.5",80,20,-1,-1,1391,1389,1393,292,292,"Verbesserung der interdisziplinären Zusammenarbeit","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",37,"classic","PU4",1391,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","räumliche und organisatorische Zusammenführung","Verbesserung der Versorgungsqualität",320,400,242,354,"Grid45",5,5,5,4,FALSE,TRUE,NA,80,112,8960,384,192,360,298,5,4,"Grid45"
"6439",442,442,1978651,13,4,4,"89.5","2.75","99.5","50.75",64,16,-1,-1,1393,1391,1395,293,293,"Integration der Pädaudiometrie in die HNO bzw. Kopfzentrum","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",38,"classic","PU5",1393,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","","	- Verbesserung der intramuralen Versorgung für Kinder;  <br>- zeitökonomisches Arbeiten möglich (dzt. Lange Wartezeiten für den Pat./weite Wege im Klinikum, direkte Kommunikation zw. Arzt und Logopädie derzeit nur eingeschränkt gegeben)",358,398,197,389,"Grid44",5,5,5,3,FALSE,FALSE,NA,40,192,7680,464,232,378,293,5,4,"Grid45"
"6441",442,442,1978741,8,4,5,"44","10.5","99.5","17.5",80,20,-1,-1,1395,1393,1323,294,294,"Neubau","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",39,"classic","PU6",1395,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","","sprunghafte Strukturqualitätssteigerung, Minimierung der Betriebsausfälle",176,398,330,358,"Grid54",3,5,5,5,TRUE,TRUE,NA,222,28,6216,500,250,287,344,4,5,"Grid54"
"6443",442,442,1978831,31,5,4,"78.25","8.5","100","56.25",80,20,-1,-1,1323,1395,1325,295,295,"Projektfortschritt bzw. -laufzeiten können nicht eingehalten werden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",40,"classic","PU7",1323,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","	- Abwicklung der behördlichen Verfahren nicht terminkonform <br>- keine Berücksichtigung ausreichender Vorlaufzeiten für Behördenverfahren (eingeschränkte Personalkapazitäten)/notwendige Gutachten in der Projektterminplanung  <br>- zweistufige Genehmigungsverfahren für Tätigkeiten mit offenen radioaktiven Stoffen (lt. Strahlenschutzgesetz) <br>- sonstige behördliche Aktivitäten <br>- politische Einflussfaktoren => neue Priorisierung von Projekten <br>- Divergierende Ziele unterschiedlicher Vorhabenspartner (z. B. Nutzer, Anrainer, Bauherr) <br>- Unkenntnis des gesamten Projektkontext => keine Kenntnis und systematische Steuerung aller Chancen und Risiken/Stärken und Schwächen für die Projektplanung und -umsetzung  <br>- etwaige Auflagen aus diversen notwendigen Gutachten bzw. von Behörden müssen umgesetzt werden","	- zusätzliche Kosten   <br>- Verzögerung der Inbetriebnahme <br>- Versorgungsengpässe bei Betriebsausfällen in den Altstrukturen <br>- zeitliche Verzögerung <br>- Verlängerung Risiko HNO (TOP Unternehmensrisiko)",313,400,175,366,"Grid45",4,5,5,3,FALSE,TRUE,NA,87,191,16617,556,278,356.5,270.5,5,4,"Grid45"
"6445",442,442,1978921,16,4,4,"73.75","25.25","99.75","60.75",64,16,-1,-1,1325,1323,1327,296,296,"keine Synchronisierung mit dem Masterplan 2030","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",41,"classic","PU8",1325,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","	- Masterplan ist nicht fertig gestellt (Genehmigung durch AR notwendig?) <br>- Projektpriorisierung  ist nicht eindeutig ==> keine ausreichende Abstimmung der Planungen des Projekts Kopfzentrum mit anderen leistungsbedingten Einflussbereichen wie z. B.  onkologisches Zentrum, ELKI (akute und ambulante Behandlung von Kindern)","'- Standortstrategie nicht einhaltbar <br>- Terminkollisionen",295,399,157,299,"Grid44",4,5,4,2,FALSE,TRUE,NA,104,142,14768,492,246,347,228,5,3,"Grid35"
"6447",442,442,1979011,16,4,4,"93.5","0.5","99.75","66.5",64,16,-1,-1,1327,1325,1329,320,320,"keine Genehmigung ausreichender finanzieller Mittel","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",42,"classic","PU9",1327,843,"classic","05.10.2022",2,"13.09.2022","25.08.2022","27.09.2022",2,1,"","	- gedeckeltes Landesbudget <br>- Projektunschärfe im Budget nicht abdeckbar <br>- im Laufe des Projekts entstehende Mehrkosten (siehe auch diverse angeführte Risiken)","	- keine bzw. nur eingeschränkte Umsetzung des Projekts <br>- Mehrkosten",374,399,134,398,"Grid44",5,5,5,2,FALSE,FALSE,NA,25,264,6600,578,289,386.5,266,5,4,"Grid45"
