"","ACC2SURV_ACCID","Quercheck","ANS2SURV_ID","ANS2SURV_DURATION","IMPACT","OCCURRENCE","X1PCT","Y1PCT","X2PCT","Y2PCT","PROZAHL","RPZ","GRAPHIO","GRAPHRPZ","QUES2SURV_ID","Q2SID_PREV","Q2SID_NEXT","QUES2SURV_QUESID","QUES_ID","QUES_TEXT","QUES_TYP","QUES2SURV_SURVID","SURV_NAME","QUES2SURV_SORT","QUES2SURV_METHOD","QUES2SURV_KBID","ANS2SURV_QUES2SURVID","ANS2SURV_ACC2SURVID","ANS2SURV_METHOD","MODIFIED","ACC2SURV_GROUPID","ACC2SURV_FIRSTSTEP_DATE","ACC2SURV_MAILFIRST","ACC2SURV_MAILSECOND","ACC2SURV_ROLE","ANS2SURV_ANSWERED","ANS2SURV_COMMENT","QUES_CAUSE","QUES_EFFECT","X1Pixel","X2Pixel","Y1Pixel","Y2Pixel","ClassicGrid","getlowx","gethighx","getlowy","gethighy","hitOcc","hitImp","QuestionGroup","uncertaintyIPixel","uncertaintyOPixel","uncertaintyIPercent","uncertaintyOPercent","uncertaintyAreaPixel","uncertaintyPerimeterPixel","uncertaintytotalPixel","middleX","middleY","middleIGRID","middleOGRID","middleGRID","scaled_IMPACT","scaled_OCCURRENCE","scaled_X1","scaled_X2","scaled_Y1","scaled_Y2","scaled_uncertainty_X","scaled_uncertainty_Y","scaled_uncertainty_XY","scaled_uncertainty_AREA","scaled_uncertainty_PERIMETER","scaled_uncertainty_middle_X","scaled_uncertainty_middle_Y"
"5113",481,481,839673,9,4,5,"59","58.5","78.25","68",80,20,-1,-1,1349,1347,1351,307,307,"Verzögerungen in diversen Vergabeverfahren (Einsprüche) vor allem bei Schlüsselgewerken","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",52,"classic","RA3",1349,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- unklare Ausschreibungsunterlagen <br>- Vorgaben im Bezug auf den Beschaffungsprozess /Ausschreibung und Vergaben werden nicht eingehalten <br>- Willkür der Einsprucherhebenden","	- zeitliche Verzögerungen <br>- Mehrkosten",236,313,234,272,"Grid54",3,4,3,4,FALSE,TRUE,NA,77,38,19.25,9.5,2926,230,115,274.5,253,4,4,"Grid44",70,90,59,78.25,58.5,68,19.25,9.5,28.75,182.875,57.5,68.625,63.25
"5115",481,481,839745,11,4,4,"23.75","81","32.25","89",64,16,-1,-1,1351,1349,1399,308,308,"keine ausreichende Zugangsregelung der Nuklearmedizin zum Zeitpunkt des Abbruch des Nordtraktes von Gebäude 161 und entsprechende Information aller Beteiligten darüber","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",53,"classic","SI1",1351,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","","",95,129,324,356,"Grid44",2,2,5,5,FALSE,FALSE,NA,34,32,8.5,8,1088,132,66,112,340,2,5,"Grid52",70,70,23.75,32.25,81,89,8.5,8,16.5,68,33,28,85
"5117",481,481,839817,7,4,4,"48.25","53.5","60.25","60.25",64,16,-1,-1,1399,1351,1353,309,309,"Steigerung der Sicherheit von Patient:innen, Mitarbeiter:innen und Dritter","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",54,"classic","SI2",1399,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","","",193,241,214,241,"Grid44",3,4,3,4,TRUE,TRUE,NA,48,27,12,6.75,1296,150,75,217,227.5,3,3,"Grid33",70,70,48.25,60.25,53.5,60.25,12,6.75,18.75,81,37.5,54.25,56.875
"5119",481,481,839889,17,2,1,"13.25","7.5","25","14",8,2,-1,-1,1353,1399,1355,310,310,"keine ausreichende Baugrubenabsicherung zum angrenzenden Betrieb","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",55,"classic","SI3",1353,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","","",53,100,30,56,"Grid12",1,2,1,1,TRUE,TRUE,NA,47,26,11.75,6.5,1222,146,73,76.5,43,1,1,"Grid11",30,10,13.25,25,7.5,14,11.75,6.5,18.25,76.375,36.5,19.125,10.75
"5121",481,481,839961,9,5,4,"92","27","99.75","59.25",80,20,-1,-1,1355,1353,1357,311,311,"Ausfall kritischer Infrastruktur","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",56,"classic","SI4",1355,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","Anschluss- und Baumaßnahmen (Kälte, Wärme, Abwasser, Wasser usw.)","Versorgungsauftrag kann nicht erfüllt werden",368,399,108,237,"Grid45",5,5,2,3,FALSE,TRUE,NA,31,129,7.75,32.25,3999,320,160,383.5,172.5,5,3,"Grid35",90,70,92,99.75,27,59.25,7.75,32.25,40,249.9375,80,95.875,43.125
"5123",481,481,840033,32,3,3,"65.75","46.75","75.75","58.75",36,9,-1,-1,1357,1355,1359,312,312,"Kollektorgang nicht nutzbar","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",57,"classic","SI5",1357,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","Bautätigkeiten","Einschränkungen in der Versorgung ( Logistik)",263,303,187,235,"Grid33",4,4,3,3,TRUE,FALSE,NA,40,48,10,12,1920,176,88,283,211,4,3,"Grid34",50,50,65.75,75.75,46.75,58.75,10,12,22,120,44,70.75,52.75
"5125",481,481,840105,13,4,3,"67.25","48.25","76.75","58.75",48,12,-1,-1,1359,1357,1361,313,313,"Beeinträchtigung des Zugangs/Zufahrt der Notaufnahme","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",58,"classic","SI6",1359,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","Intensive Verschränkung des Baustellenverkehrs mit dem laufenden Betrieb im hochfrequentierten Bereich der Notfallaufnahme","Beeinflussung der (Rettungs-)Notfahrten",269,307,193,235,"Grid34",4,4,3,3,TRUE,TRUE,NA,38,42,9.5,10.5,1596,160,80,288,214,4,3,"Grid34",70,50,67.25,76.75,48.25,58.75,9.5,10.5,20,99.75,40,72,53.5
"5127",481,481,840177,13,4,3,"43","47.25","54","55.5",48,12,-1,-1,1361,1359,1363,314,314,"Zeitgerechte Umsetzung/Überwachung vorhabensbezogener sicherheitstechnischer Vorgaben","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",59,"classic","SI7",1361,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","","",172,216,189,222,"Grid34",3,3,3,3,TRUE,FALSE,NA,44,33,11,8.25,1452,154,77,194,205.5,3,3,"Grid33",70,50,43,54,47.25,55.5,11,8.25,19.25,90.75,38.5,48.5,51.375
"5129",481,481,840249,9,4,2,"17.25","29.25","86.25","36.5",32,8,-1,-1,1363,1361,1365,315,315,"keine ausreichende Einbindung und Information der Sicherheitsbeauftragten über sicherheitsrelevante Faktoren","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",60,"classic","SI8",1363,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","","",69,345,117,146,"Grid24",1,5,2,2,TRUE,TRUE,NA,276,29,69,7.25,8004,610,305,207,131.5,3,2,"Grid23",70,30,17.25,86.25,29.25,36.5,69,7.25,76.25,500.25,152.5,51.75,32.875
"5131",481,481,840321,16,5,4,"90.5","53.75","99.75","60.25",80,20,-1,-1,1365,1363,1401,316,316,"Gefährdung des Abklingbeckens durch Bestandsabriss in Nähe","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",61,"classic","SI9",1365,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","Baumaßnahmen","Gefährdung des Grundwassers",362,399,215,241,"Grid45",5,5,3,4,TRUE,TRUE,NA,37,26,9.25,6.5,962,126,63,380.5,228,5,3,"Grid35",90,70,90.5,99.75,53.75,60.25,9.25,6.5,15.75,60.125,31.5,95.125,57
"5133",481,481,840393,7,4,4,"63.75","59.25","76.25","68.5",64,16,-1,-1,1401,1365,1367,317,317,"Verbesserung der technischen Betriebssicherheit","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",62,"classic","TE1",1401,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","","",255,305,237,274,"Grid44",4,4,3,4,TRUE,TRUE,NA,50,37,12.5,9.25,1850,174,87,280,255.5,4,4,"Grid44",70,70,63.75,76.25,59.25,68.5,12.5,9.25,21.75,115.625,43.5,70,63.875
"5135",481,481,840465,11,3,4,"80.25","69.75","100","76.75",48,12,-1,-1,1367,1401,1403,318,318,"Beschädigung bzw. Beeinträchtigung der Betriebsbereitschaft sensibler medizintechnischer Geräte (z. B. SPECT Kameras, Szintillationskristalle) Bestand und Siedlungsgut","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",63,"classic","TE2",1367,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- Abriss <br>- Erschütterungen <br>- Temperaturschwankungen <br>- Staubentwicklung","Gefährdung der Patient:innensicherheit",321,400,279,307,"Grid43",5,5,4,4,TRUE,FALSE,NA,79,28,19.75,7,2212,214,107,360.5,293,5,4,"Grid45",50,70,80.25,100,69.75,76.75,19.75,7,26.75,138.25,53.5,90.125,73.25
"5137",481,481,840537,32,4,4,"92.75","47.25","100","74.25",64,16,-1,-1,1403,1367,1369,319,319,"Zusammenführung, Anbindung, Harmonisierung struktureller und technischer Standards und deren Auslegung (alt/neu) ==> Implementierung aktueller Haus- und Betriebstechnik","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",64,"classic","TE3",1403,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- Umsetzung eines Neubaus","	- moderne, gleichwertige technische Infrastruktur <br>- Anlagenredundanz",371,400,189,297,"Grid44",5,5,3,4,TRUE,FALSE,NA,29,108,7.25,27,3132,274,137,385.5,243,5,4,"Grid45",70,70,92.75,100,47.25,74.25,7.25,27,34.25,195.75,68.5,96.375,60.75
"5139",481,481,840609,11,4,5,"86.25","85.25","99.75","99.5",80,20,-1,-1,1369,1403,1371,322,322,"Fernwärme/Kälteversorgung für zukünftige Versorgung berücksichtigen (Neuverlegung, Trassenführung)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",65,"classic","TE4",1369,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","","",345,399,341,398,"Grid54",5,5,5,5,TRUE,FALSE,NA,54,57,13.5,14.25,3078,222,111,372,369.5,5,5,"Grid55",70,90,86.25,99.75,85.25,99.5,13.5,14.25,27.75,192.375,55.5,93,92.375
"5141",481,481,840681,31,3,3,"86.5","86.5","99.75","99.5",36,9,-1,-1,1371,1369,1233,323,323,"Kollektorgänge für zukünftige Erweiterungen vorbereitet (Onkozentrum)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",66,"classic","TE5",1371,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","","",346,399,346,398,"Grid33",5,5,5,5,FALSE,FALSE,NA,53,52,13.25,13,2756,210,105,372.5,372,5,5,"Grid55",50,50,86.5,99.75,86.5,99.5,13.25,13,26.25,172.25,52.5,93.125,93
"5143",481,481,840753,10,4,4,"87.25","39.5","100","50.75",64,16,-1,-1,1233,1371,1261,324,324,"keine absolute Staubfreiheit im Strahlenbereich für offene radioaktive Stoffe","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",67,"classic","TE6",1233,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","","",349,400,158,203,"Grid44",5,5,2,3,FALSE,FALSE,NA,51,45,12.75,11.25,2295,192,96,374.5,180.5,5,3,"Grid35",70,70,87.25,100,39.5,50.75,12.75,11.25,24,143.4375,48,93.625,45.125
"5145",481,481,840825,16,4,4,"75.25","37","94.5","46.5",64,16,-1,-1,1261,1233,1263,340,340,"IT- und MT-Schnittstellenproblematiken zwischen den Einrichtungen werden nicht ausreichend berücksichtigt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",68,"classic","TE7",1261,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","","",301,378,148,186,"Grid44",4,5,2,3,FALSE,TRUE,NA,77,38,19.25,9.5,2926,230,115,339.5,167,5,3,"Grid35",70,70,75.25,94.5,37,46.5,19.25,9.5,28.75,182.875,57.5,84.875,41.75
"5149",481,481,840969,69,5,2,"68.75","38.75","100","47.75",40,10,-1,-1,1265,1263,1267,342,342,"Statik der  zweiten  Med für Umbauten des Bestandes nicht geeignet","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",70,"classic","TE9",1265,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- Zustand Altbestand","erhebliche Mehrkosten für Umbau und Abriss",275,400,155,191,"Grid25",4,5,2,3,TRUE,TRUE,NA,125,36,31.25,9,4500,322,161,337.5,173,5,3,"Grid35",90,30,68.75,100,38.75,47.75,31.25,9,40.25,281.25,80.5,84.375,43.25
"5151",481,481,841041,11,3,5,"49.5","90.5","99","99.75",60,15,-1,-1,1267,1265,1373,343,343,"Lärm- und Staubbelästigung während der Bauphase der Patient:innen und Mitarbeiter:innen in den umliegenden Gebäude(-teile) ==> Nähe Notfallaufnahme ==> zentraler Verkehrsknotenpunkt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",71,"classic","UÖ1",1267,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- Unklare Definition der Anforderungen in den Ausschreibungsunterlagen <br>- Mangelhafte Kommunikation <br>- Mangelhafte Kontrollen <br>- Mangelndes Bewusstsein der Ausführenden <br>im Rahmen der Bautätigkeiten","	- Patient:innen und Mitarbeiter:innenunzufriedenheit <br>- Beeinträchtigung des laufenden Betriebs im Allgemeinen <br>- Höhere psychische Belastung der MA und Patient:innen <br> <br>",198,396,362,399,"Grid53",3,5,5,5,TRUE,TRUE,NA,198,37,49.5,9.25,7326,470,235,297,380.5,4,5,"Grid54",50,90,49.5,99,90.5,99.75,49.5,9.25,58.75,457.875,117.5,74.25,95.125
"5153",481,481,841113,9,5,5,"84.5","61","100","85.5",100,25,-1,-1,1373,1267,1235,325,325,"Integration ressourcenschonender Energienutzungsmodelle in die Projektplanung (Alternativenergie, Passivhausstandard, Grundwasserkühlung/-energiespeicherung, Photovoltaik (z. B. in Fassade integrieren oder am Dach), Erdwärme, Sonnenschutz - starke Lamellen, Fassadenfarbe, Niedertemperatur Heiz-Kühlsystem (Baukernaktivierung,  usw.)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",72,"classic","UÖ2",1373,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","","	- erhöhter Baukosteneinsatz <br>- zusätzliche Beschattung",338,400,244,342,"Grid55",5,5,4,5,TRUE,TRUE,NA,62,98,15.5,24.5,6076,320,160,369,293,5,4,"Grid45",90,90,84.5,100,61,85.5,15.5,24.5,40,379.75,80,92.25,73.25
"5155",481,481,841185,7,3,5,"49.75","86","66","99.25",60,15,-1,-1,1235,1373,1237,326,326,"Erschütterungen während der Bauphase","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",73,"classic","UÖ3",1235,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","Nähe Baufeld","	- Patient:innen und Mitarbeiter:innen Unzufriedenheit <br>- Schädigung etwaiger hochsensibler medizinsicher Geräte (z. B. SPECT Kamera, PET/CT) <br>- Beeinträchtigung bei Operationen <br>- Schädigung angrenzender Gebäude(-teile) <br>- Reduzierte Sicherheit der Patienten:innen und Mitarbeiter:innen <br>- Beeinträchtigung des laufenden Betriebs im Allgemeinen <br>- höhere psychische Belastung der MA und Patient:innen",199,264,344,397,"Grid53",3,4,5,5,TRUE,TRUE,NA,65,53,16.25,13.25,3445,236,118,231.5,370.5,3,5,"Grid53",50,90,49.75,66,86,99.25,16.25,13.25,29.5,215.3125,59,57.875,92.625
"5157",481,481,841257,7,2,2,"24","2.75","38","15.5",16,4,-1,-1,1237,1235,1239,327,327,"unbekannte Einbauten im Boden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",74,"classic","UÖ4",1237,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- keine vorliegenden Unterlagen","	- Mehrkosten",96,152,11,62,"Grid22",2,2,1,1,FALSE,TRUE,NA,56,51,14,12.75,2856,214,107,124,36.5,2,1,"Grid12",30,30,24,38,2.75,15.5,14,12.75,26.75,178.5,53.5,31,9.125
"5159",481,481,841329,8,3,2,"39.5","67.25","79.5","95.5",24,6,-1,-1,1239,1237,1241,328,328,"keine Kenntnis über das Ausmaß des kontaminierten Abbruchmaterials (Asbest, gefährliche Stoffe) und kontaminierte Einbauten im Baugrund","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",75,"classic","UÖ5",1239,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","alte Baureste (Sondermüll) z. B. Abriss Schilddrüsenambulanz","	- Mehrkosten <br>- Baustelleneinschränkungen <br>- (erhöhte) Umweltauflagen werden nicht eingehalten",158,318,269,382,"Grid23",2,4,4,5,FALSE,TRUE,NA,160,113,40,28.25,18080,546,273,238,325.5,3,5,"Grid53",50,30,39.5,79.5,67.25,95.5,40,28.25,68.25,1130,136.5,59.5,81.375
"5161",481,481,841401,11,3,3,"30.5","67","45.25","83.5",36,9,-1,-1,1241,1239,1243,329,329,"Verunreinigung angrenzender Gebäude","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",76,"classic","UÖ6",1241,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","Abklingbecken der Nuklearmedizin","	- Mehrkosten <br>- Projektverzögerungen <br>- Image <br>- Verunreinigung des Grundwassers",122,181,268,334,"Grid33",2,3,4,5,FALSE,TRUE,NA,59,66,14.75,16.5,3894,250,125,151.5,301,2,4,"Grid42",50,50,30.5,45.25,67,83.5,14.75,16.5,31.25,243.375,62.5,37.875,75.25
"5163",481,481,841473,10,5,4,"86.5","33.75","98.25","62.25",80,20,-1,-1,1243,1241,1245,330,330,"Verunreinigung des Grundwasser","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",77,"classic","UÖ7",1243,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- bauliche Tätigkeiten","Verlust des Trinkwasser",346,393,135,249,"Grid45",5,5,2,4,TRUE,TRUE,NA,47,114,11.75,28.5,5358,322,161,369.5,192,5,3,"Grid35",90,70,86.5,98.25,33.75,62.25,11.75,28.5,40.25,334.875,80.5,92.375,48
"5165",481,481,841545,7,4,3,"60.75","48.5","76","62.5",48,12,-1,-1,1245,1243,1375,331,331,"unkontrollierter Wassereintritt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",78,"classic","UÖ8",1245,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- Hochwasserschutz wurde nicht ausreichend berücksichtigt <br>- mangelnde Abdeckarbeiten im Zuge der Bautätigkeiten","	- Personenschaden <br>- Sachschaden  <br>- Bauverzögerung <br>- Sach- bzw. Personenschaden",243,304,194,250,"Grid34",4,4,3,4,TRUE,TRUE,NA,61,56,15.25,14,3416,234,117,273.5,222,4,3,"Grid34",70,50,60.75,76,48.5,62.5,15.25,14,29.25,213.5,58.5,68.375,55.5
"5167",481,481,841617,55,4,5,"88.5","80","100","99.25",80,20,-1,-1,1375,1245,1247,332,332,"Förderungen lukrieren","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",79,"classic","UÖ9",1375,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","","Budgetschonung",354,400,320,397,"Grid54",5,5,5,5,TRUE,FALSE,NA,46,77,11.5,19.25,3542,246,123,377,358.5,5,5,"Grid55",70,90,88.5,100,80,99.25,11.5,19.25,30.75,221.375,61.5,94.25,89.625
"5169",481,481,841689,10,5,3,"64.5","44.75","85","54.25",60,15,-1,-1,1247,1375,1249,333,333,"Beschaffenheit des Baugrunds nicht ausreichend bekannt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",80,"classic","UV1",1247,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- Materialaufbau <br>- Grundwasser <br>- Bestandseinbauten <br>- Kriegsdelikte","	- Mehrkosten <br>- zeitliche Verzögerung <br>- Gefährdung von Personen und Strukturen",258,340,179,217,"Grid35",4,5,3,3,TRUE,TRUE,NA,82,38,20.5,9.5,3116,240,120,299,198,4,3,"Grid34",90,50,64.5,85,44.75,54.25,20.5,9.5,30,194.75,60,74.75,49.5
"5171",481,481,841761,10,4,1,"79.75","9.5","97.75","19.75",16,4,-1,-1,1249,1247,1251,334,334,"Altbestand nicht ausreichend bekannt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",81,"classic","UV2",1249,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- Gebäude am Baufeld tlw. in Betrieb <br>- Bestandsunterlagen zur Statik liegen nicht vor","	- Mehrkosten <br>- zeitliche Verzögerung Umsetzungsprojekt <br>- Gefährdung von Personen und Strukturen",319,391,38,79,"Grid14",4,5,1,1,TRUE,TRUE,NA,72,41,18,10.25,2952,226,113,355,58.5,5,1,"Grid15",70,10,79.75,97.75,9.5,19.75,18,10.25,28.25,184.5,56.5,88.75,14.625
"5173",481,481,841833,12,4,4,"75.5","53.75","99.75","77.25",64,16,-1,-1,1251,1249,1253,335,335,"nicht einschätzbare Beschaffungsmarkt-  und -angebotspreisentwicklung,","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",82,"classic","UV3",1251,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- geopolitische Entwicklung/Ereignisse <br>- pandemische Entwicklung und Folgen (SiGe-Plan)","	- Mehrkosten <br>- Projektlaufzeit Umsetzungsprojekt durch fehlende Finanzierung nicht einhaltbar",302,399,215,309,"Grid44",4,5,3,4,TRUE,TRUE,NA,97,94,24.25,23.5,9118,382,191,350.5,262,5,4,"Grid45",70,70,75.5,99.75,53.75,77.25,24.25,23.5,47.75,569.875,95.5,87.625,65.5
"5175",481,481,841905,5,4,4,"78.75","44","100","66",64,16,-1,-1,1253,1251,1255,336,336,"nicht einschätzbare Verzögerungen, Unterbrechungen und Ausfälle von Lieferketten und Leistungen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",83,"classic","UV4",1253,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- geopolitische Entwicklung/Ereignisse <br>- pandemische Entwicklung und Folgen (SiGe-Plan)","	- Mehrkosten <br>- Projektlaufzeit Umsetzungsprojekt",315,400,176,264,"Grid44",4,5,3,4,TRUE,TRUE,NA,85,88,21.25,22,7480,346,173,357.5,220,5,3,"Grid35",70,70,78.75,100,44,66,21.25,22,43.25,467.5,86.5,89.375,55
"5177",481,481,841977,10,4,4,"49","38.75","62.25","53.25",64,16,-1,-1,1255,1253,1257,337,337,"Konkurs von Auftragsnehmern","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",84,"classic","UV5",1255,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","","Bau- und Projektverzug",196,249,155,213,"Grid44",3,4,2,3,FALSE,TRUE,NA,53,58,13.25,14.5,3074,222,111,222.5,184,3,3,"Grid33",70,70,49,62.25,38.75,53.25,13.25,14.5,27.75,192.125,55.5,55.625,46
"5179",481,481,842049,10,4,3,"54.25","51.25","81.25","63.5",48,12,-1,-1,1257,1255,1259,338,338,"fehlende Bieter im Vergabeverfahren (z. B. Planer und ausführende Gewerke)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",85,"classic","UV6",1257,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","Marktsituation","Bau- und Projektverzug",217,325,205,254,"Grid34",3,5,3,4,TRUE,TRUE,NA,108,49,27,12.25,5292,314,157,271,229.5,4,3,"Grid34",70,50,54.25,81.25,51.25,63.5,27,12.25,39.25,330.75,78.5,67.75,57.375
"5181",481,481,842121,17,4,3,"81.25","46.5","97.75","66.75",48,12,-1,-1,1259,1257,0,339,339,"Änderung/Reduktion der/des medizinischen Leistungsplanung/-spektrums/-angebotsplanung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",86,"classic","UV7",1259,901,"classic","26.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- keine umfassende Berücksichtigung des gesundheitspolitischen Bedarfs sowie der Nutzeranforderungen <br>- Reduktion der räumlichen Strukturen <br>- Neudefinition von Prozessen aufgrund eines veränderten diagnostischen Ablaufs <br>- betriebsorganisatorische und personalstrukturelle Veränderungen","	- keine Deckung der Nachfrage <br>- keine Erfüllung des Versorgungsauftrags",325,391,186,267,"Grid34",5,5,3,4,TRUE,FALSE,NA,66,81,16.5,20.25,5346,294,147,358,226.5,5,3,"Grid35",70,50,81.25,97.75,46.5,66.75,16.5,20.25,36.75,334.125,73.5,89.5,56.625
"5183",501,501,912197,135,4,3,"67.75","18.25","76","25.5",48,12,-1,-1,1269,0,1271,344,344,"keine umfangreiche Information aller Betroffenen und Beteiligten (z. B. zur weiteren (Unternehmens- und Abteilungs-)Strategie bzgl. Fortbestand der Therapiestation und des Zyklotron, sowie den Funktionsräumen von Gebäude 161 (SPECT/PET); Schilddrüsenspezialambulanz)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",1,"classic","BB1",1269,941,"classic","13.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- keine umfassende, zeitgerechte Einbindung und Kommunikation und Information durch in der Projektorganisation und das KD <br>- keine ausreichenden Ressourcenverfügbarkeit für Projekttermine usw. <br>- Masterplan nicht kommuniziert","	- Projektänderungswünsche <br>- Projektverzögerungen <br>- Nutzerunzufriedenheit <br>- keine Identifikation mit dem Projekt <br>- Skepsis, Ängste bzw. keine Zustimmung der Beteiligten und Betroffenen",271,304,73,102,"Grid34",4,4,1,2,FALSE,TRUE,NA,33,29,8.25,7.25,957,124,62,287.5,87.5,4,2,"Grid24",70,50,67.75,76,18.25,25.5,8.25,7.25,15.5,59.8125,31,71.875,21.875
"5185",501,501,912271,20,3,3,"58.25","10.25","67.25","40.75",36,9,-1,-1,1271,1269,1377,345,345,"Projektanforderungen ändern sich","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",2,"classic","BB2",1271,941,"classic","13.09.2022",2,"30.08.2022","","13.09.2022",2,1,"","	- Wechsel der Nutzervertreter BO (z. B. durch Pensionierungen)  <br>- lange Projektlaufzeit","	- Kostensteigerungen <br>- zeitliche Verzögerungen <br>- Veränderung des technischen Standards zwischen Planung und Inbetriebnahme",233,269,41,163,"Grid33",3,4,1,3,TRUE,TRUE,NA,36,122,9,30.5,4392,316,158,251,102,4,2,"Grid24",50,50,58.25,67.25,10.25,40.75,9,30.5,39.5,274.5,79,62.75,25.5
