"","ACC2SURV_ACCID","Quercheck","ANS2SURV_ID","ANS2SURV_DURATION","IMPACT","OCCURRENCE","X1PCT","Y1PCT","X2PCT","Y2PCT","PROZAHL","RPZ","GRAPHIO","GRAPHRPZ","QUES2SURV_ID","Q2SID_PREV","Q2SID_NEXT","QUES2SURV_QUESID","QUES_ID","QUES_TEXT","QUES_TYP","QUES2SURV_SURVID","SURV_NAME","QUES2SURV_SORT","QUES2SURV_METHOD","QUES2SURV_KBID","ANS2SURV_QUES2SURVID","ANS2SURV_ACC2SURVID","ANS2SURV_METHOD","MODIFIED","ACC2SURV_GROUPID","ACC2SURV_FIRSTSTEP_DATE","ACC2SURV_MAILFIRST","ACC2SURV_MAILSECOND","ACC2SURV_ROLE","ANS2SURV_ANSWERED","ANS2SURV_COMMENT","QUES_CAUSE","QUES_EFFECT","X1Pixel","X2Pixel","Y1Pixel","Y2Pixel","ClassicGrid","getlowx","gethighx","getlowy","gethighy","hitOcc","hitImp","QuestionGroup","uncertaintyIPixel","uncertaintyIPercent","uncertaintyOPixel","uncertaintyOPercent","uncertaintyAreaPixel","uncertaintyAreaPercent","uncertaintyPerimeterPixel","uncertaintyPerimeterPercent","uncertaintytotalPixel","uncertaintytotalPercent"
"5425",443,443,954749,7,2,3,"30.25","66","40.5","75",24,6,-1,-1,1339,1337,1341,302,302,"keine ausreichend klare Formulierung der Projektziele","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",47,"classic","PV4",1339,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","","	- Gefährdung den Projekterfolgs",121,162,264,300,NA,2,3,2,2,TRUE,TRUE,NA,41,10.25,36,9,1476,2361600,154,2464,77,616
"5427",443,443,954825,46,3,1,"63","65.75","78.25","79.75",12,3,-1,-1,1341,1339,1343,303,303,"keine ausreichende Berücksichtigung der Nutzeranforderungen in der Planung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",48,"classic","PV5",1341,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","	- mangelhafte (Architekten-)Planung (unzureichendes Raumangebot)  <br> <br>- siehe beispielhaft nachfolgende Punkte: <br> Nuklearmedizin: Übersiedelung bzw. Neubau folgender Strukturen: <br>- Aufnahme Nuklearmedizin <br>- Aufnahme Schilddrüse/Spezialambulanzen <br>HNO <br>- Berücksichtigung der hohen Frequenzen (Haupteingang) <br>- Lenken der Patient:innenströme im ambulanten Bereich <br> Physikalische Medizin: <br>- Therapiebecken für Wasseranwendungen <br>- Raum Medizinische Trainingstherapie <br> Hygiene <br>- ausreichender Lagerräume und -flächen => Just in Time-Lieferungen z. B. von patientenbezogenen OP-Tassen  <br>- ausreichend Bettenlagerflächen (erhöhtes Patient:innenaufkommen in der Holdingarea OP-Bereich) <br> Technik <br>- hohe Zwischendecken (zukünftige Nachrüstungen) / Zwischendeckenelemente <br>- Aufzüge (inkl. Schachtentlüftung) redundant ausführen","	- keine Anpassung der Räumlichkeiten an die Untersuchungsanforderungen (z. B. Pädaudiometrie muss vollständig verdunkelt werden können, Waschbecken in allen Räumlichkeiten) <br>- keine korrekte Durchführung von Messungen <br>- Gefährdung des Untersuchungserfolgs  <br>- Gefährdung der Patient:innensicherheit <br>- Fülle an Anforderungen können nicht zeitnah erfüllt werden <br>- Ressourcenmehrbedarf",252,313,263,319,NA,4,4,1,2,FALSE,FALSE,NA,61,15.25,56,14,3416,5465600,234,3744,117,936
"5429",443,443,954901,20,2,3,"66.25","72.5","74.75","84.75",24,6,-1,-1,1343,1341,1345,304,304,"Baufeld in zentralem Krankenhausumfeld","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",49,"classic","PV6",1343,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","(Not-)Anlieferung von Patient:innen, Logistiktransporte, Besucher","chaotische Verkehrssituation",265,299,290,339,NA,4,4,1,2,FALSE,TRUE,NA,34,8.5,49,12.25,1666,2665600,166,2656,83,664
"5431",443,443,954977,9,3,1,"66","82.5","82.25","93.25",12,3,-1,-1,1345,1343,1347,305,305,"keine Berücksichtigung etwaiger gesetzlicher Vorgaben des Strahlenschutz im Rahmen von Bautätigkeiten","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",50,"classic","RA1",1345,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","	- Gefahrenstoffe","	- möglicherweise Abstände und Absperrungen notwendig",264,329,330,373,NA,4,5,1,1,FALSE,FALSE,NA,65,16.25,43,10.75,2795,4472000,216,3456,108,864
"5433",443,443,955053,11,3,2,"76.25","61.25","87","75",24,6,-1,-1,1347,1345,1349,306,306,"negative Stellungnahme durch den L-RH oder sonstiger Behörden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",51,"classic","RA2",1347,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","keine Vorabklärung mit Behörden (z. B. L-RH, Sanitätsbewilligungsbehörde usw.)","	- keine Realisierungsgenehmigung <br>- zeitliche Verzögerung <br>- Mehrkosten <br>- Verlängerung Risiko HNO",305,348,245,300,NA,4,5,2,2,FALSE,FALSE,NA,43,10.75,55,13.75,2365,3784000,196,3136,98,784
"5435",443,443,955129,26,3,2,"56.25","63.25","67.75","73.25",24,6,-1,-1,1349,1347,1351,307,307,"Verzögerungen in diversen Vergabeverfahren (Einsprüche) vor allem bei Schlüsselgewerken","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",52,"classic","RA3",1349,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","	- unklare Ausschreibungsunterlagen <br>- Vorgaben im Bezug auf den Beschaffungsprozess /Ausschreibung und Vergaben werden nicht eingehalten <br>- Willkür der Einsprucherhebenden","	- zeitliche Verzögerungen <br>- Mehrkosten",225,271,253,293,NA,3,4,2,2,FALSE,FALSE,NA,46,11.5,40,10,1840,2944000,172,2752,86,688
"5437",443,443,955205,14,3,2,"51.25","60.75","63.5","71",24,6,-1,-1,1351,1349,1399,308,308,"keine ausreichende Zugangsregelung der Nuklearmedizin zum Zeitpunkt des Abbruch des Nordtraktes von Gebäude 161 und entsprechende Information aller Beteiligten darüber","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",53,"classic","SI1",1351,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","","",205,254,243,284,NA,3,4,2,2,FALSE,FALSE,NA,49,12.25,41,10.25,2009,3214400,180,2880,90,720
"5439",443,443,955281,7,4,4,"81.75","42","97.75","51.25",64,16,-1,-1,1399,1351,1353,309,309,"Steigerung der Sicherheit von Patient:innen, Mitarbeiter:innen und Dritter","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",54,"classic","SI2",1399,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","","",327,391,168,205,NA,5,5,3,3,FALSE,FALSE,NA,64,16,37,9.25,2368,3788800,202,3232,101,808
"5441",443,443,955357,10,4,1,"75.25","68.25","83.5","80.25",16,4,-1,-1,1353,1399,1355,310,310,"keine ausreichende Baugrubenabsicherung zum angrenzenden Betrieb","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",55,"classic","SI3",1353,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","","",301,334,273,321,NA,4,5,1,2,FALSE,FALSE,NA,33,8.25,48,12,1584,2534400,162,2592,81,648
"5443",443,443,955433,7,4,1,"72.75","66.75","81.5","77.5",16,4,-1,-1,1355,1353,1357,311,311,"Ausfall kritischer Infrastruktur","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",56,"classic","SI4",1355,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","Anschluss- und Baumaßnahmen (Kälte, Wärme, Abwasser, Wasser usw.)","Versorgungsauftrag kann nicht erfüllt werden",291,326,267,310,NA,4,5,2,2,FALSE,FALSE,NA,35,8.75,43,10.75,1505,2408000,156,2496,78,624
"5445",443,443,955509,8,4,1,"65.75","65.5","75.5","81",16,4,-1,-1,1357,1355,1359,312,312,"Kollektorgang nicht nutzbar","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",57,"classic","SI5",1357,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","Bautätigkeiten","Einschränkungen in der Versorgung ( Logistik)",263,302,262,324,NA,4,4,1,2,FALSE,FALSE,NA,39,9.75,62,15.5,2418,3868800,202,3232,101,808
"5447",443,443,955585,6,4,1,"68.25","47","80.75","55.5",16,4,-1,-1,1359,1357,1361,313,313,"Beeinträchtigung des Zugangs/Zufahrt der Notaufnahme","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",58,"classic","SI6",1359,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","Intensive Verschränkung des Baustellenverkehrs mit dem laufenden Betrieb im hochfrequentierten Bereich der Notfallaufnahme","Beeinflussung der (Rettungs-)Notfahrten",273,323,188,222,NA,4,5,3,3,FALSE,FALSE,NA,50,12.5,34,8.5,1700,2720000,168,2688,84,672
"5449",443,443,955661,NA,NA,NA,"","","","",NA,NA,-1,-1,1361,1359,1363,314,314,"Zeitgerechte Umsetzung/Überwachung vorhabensbezogener sicherheitstechnischer Vorgaben","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",59,"classic","SI7",1361,844,"classic","06.09.2022",2,"06.09.2022","","20.09.2022",2,-1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5451",443,443,955737,7,3,1,"40.75","41.25","54.75","51.5",12,3,-1,-1,1363,1361,1365,315,315,"keine ausreichende Einbindung und Information der Sicherheitsbeauftragten über sicherheitsrelevante Faktoren","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",60,"classic","SI8",1363,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","","",163,219,165,206,NA,3,3,3,3,FALSE,TRUE,NA,56,14,41,10.25,2296,3673600,194,3104,97,776
"5453",443,443,955813,7,4,1,"50.5","44.25","60","55.75",16,4,-1,-1,1365,1363,1401,316,316,"Gefährdung des Abklingbeckens durch Bestandsabriss in Nähe","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",61,"classic","SI9",1365,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","Baumaßnahmen","Gefährdung des Grundwassers",202,240,177,223,NA,3,4,3,3,FALSE,FALSE,NA,38,9.5,46,11.5,1748,2796800,168,2688,84,672
"5455",443,443,955889,8,5,4,"78.25","34.5","90","42.75",80,20,-1,-1,1401,1365,1367,317,317,"Verbesserung der technischen Betriebssicherheit","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",62,"classic","TE1",1401,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","","",313,360,138,171,NA,4,5,3,4,TRUE,FALSE,NA,47,11.75,33,8.25,1551,2481600,160,2560,80,640
"5457",443,443,955965,14,4,2,"67.75","56.25","77.25","66.25",32,8,-1,-1,1367,1401,1403,318,318,"Beschädigung bzw. Beeinträchtigung der Betriebsbereitschaft sensibler medizintechnischer Geräte (z. B. SPECT Kameras, Szintillationskristalle) Bestand und Siedlungsgut","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",63,"classic","TE2",1367,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","	- Abriss <br>- Erschütterungen <br>- Temperaturschwankungen <br>- Staubentwicklung","Gefährdung der Patient:innensicherheit",271,309,225,265,NA,4,4,2,3,FALSE,FALSE,NA,38,9.5,40,10,1520,2432000,156,2496,78,624
"5459",443,443,956041,11,5,4,"75.5","7.25","89.75","18.5",80,20,-1,-1,1403,1367,1369,319,319,"Zusammenführung, Anbindung, Harmonisierung struktureller und technischer Standards und deren Auslegung (alt/neu) ==> Implementierung aktueller Haus- und Betriebstechnik","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",64,"classic","TE3",1403,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","	- Umsetzung eines Neubaus","	- moderne, gleichwertige technische Infrastruktur <br>- Anlagenredundanz",302,359,29,74,NA,4,5,5,5,TRUE,TRUE,NA,57,14.25,45,11.25,2565,4104000,204,3264,102,816
"5461",443,443,956117,16,4,4,"72.25","16.25","85.75","28",64,16,-1,-1,1369,1403,1371,322,322,"Fernwärme/Kälteversorgung für zukünftige Versorgung berücksichtigen (Neuverlegung, Trassenführung)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",65,"classic","TE4",1369,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","","",289,343,65,112,NA,4,5,4,5,TRUE,TRUE,NA,54,13.5,47,11.75,2538,4060800,202,3232,101,808
"5463",443,443,956193,8,5,4,"85.25","21.25","97.25","33.25",80,20,-1,-1,1371,1369,1233,323,323,"Kollektorgänge für zukünftige Erweiterungen vorbereitet (Onkozentrum)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",66,"classic","TE5",1371,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","","",341,389,85,133,NA,5,5,4,4,FALSE,FALSE,NA,48,12,48,12,2304,3686400,192,3072,96,768
"5465",443,443,956269,13,4,1,"62.25","54.25","75.75","64.75",16,4,-1,-1,1233,1371,1261,324,324,"keine absolute Staubfreiheit im Strahlenbereich für offene radioaktive Stoffe","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",67,"classic","TE6",1233,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","","",249,303,217,259,NA,4,4,2,3,FALSE,FALSE,NA,54,13.5,42,10.5,2268,3628800,192,3072,96,768
"5467",443,443,956345,9,3,2,"50","43","59.75","53.75",24,6,-1,-1,1261,1233,1263,340,340,"IT- und MT-Schnittstellenproblematiken zwischen den Einrichtungen werden nicht ausreichend berücksichtigt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",68,"classic","TE7",1261,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","","",200,239,172,215,NA,3,4,3,3,FALSE,TRUE,NA,39,9.75,43,10.75,1677,2683200,164,2624,82,656
"5469",443,443,956421,NA,NA,NA,"","","","",NA,NA,-1,-1,1263,1261,1265,341,341,"Hebeanlage CMZ-Abwasser befindet sich direkt am Baufeld","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",69,"classic","TE8",1263,844,"classic","06.09.2022",2,"06.09.2022","","20.09.2022",2,-1,"","","keine Abwasserentsorgung vom CMZ möglich",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5471",443,443,956497,19,4,3,"42.5","42.25","60.5","53.5",48,12,-1,-1,1265,1263,1267,342,342,"Statik der  zweiten  Med für Umbauten des Bestandes nicht geeignet","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",70,"classic","TE9",1265,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","	- Zustand Altbestand","erhebliche Mehrkosten für Umbau und Abriss",170,242,169,214,NA,3,4,3,3,TRUE,FALSE,NA,72,18,45,11.25,3240,5184000,234,3744,117,936
"5473",443,443,956573,214,3,4,"23","24.75","32.5","37",48,12,-1,-1,1267,1265,1373,343,343,"Lärm- und Staubbelästigung während der Bauphase der Patient:innen und Mitarbeiter:innen in den umliegenden Gebäude(-teile) ==> Nähe Notfallaufnahme ==> zentraler Verkehrsknotenpunkt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",71,"classic","UÖ1",1267,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","	- Unklare Definition der Anforderungen in den Ausschreibungsunterlagen <br>- Mangelhafte Kommunikation <br>- Mangelhafte Kontrollen <br>- Mangelndes Bewusstsein der Ausführenden <br>im Rahmen der Bautätigkeiten","	- Patient:innen und Mitarbeiter:innenunzufriedenheit <br>- Beeinträchtigung des laufenden Betriebs im Allgemeinen <br>- Höhere psychische Belastung der MA und Patient:innen <br> <br>",92,130,99,148,NA,2,2,4,4,FALSE,FALSE,NA,38,9.5,49,12.25,1862,2979200,174,2784,87,696
"5475",443,443,956649,26,4,4,"92.5","47.5","99.75","68.5",64,16,-1,-1,1373,1267,1235,325,325,"Integration ressourcenschonender Energienutzungsmodelle in die Projektplanung (Alternativenergie, Passivhausstandard, Grundwasserkühlung/-energiespeicherung, Photovoltaik (z. B. in Fassade integrieren oder am Dach), Erdwärme, Sonnenschutz - starke Lamellen, Fassadenfarbe, Niedertemperatur Heiz-Kühlsystem (Baukernaktivierung,  usw.)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",72,"classic","UÖ2",1373,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","","	- erhöhter Baukosteneinsatz <br>- zusätzliche Beschattung",370,399,190,274,NA,5,5,2,3,FALSE,FALSE,NA,29,7.25,84,21,2436,3897600,226,3616,113,904
"5477",443,443,956725,10,3,3,"47","43.75","61.5","51.75",36,9,-1,-1,1235,1373,1237,326,326,"Erschütterungen während der Bauphase","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",73,"classic","UÖ3",1235,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","Nähe Baufeld","	- Patient:innen und Mitarbeiter:innen Unzufriedenheit <br>- Schädigung etwaiger hochsensibler medizinsicher Geräte (z. B. SPECT Kamera, PET/CT) <br>- Beeinträchtigung bei Operationen <br>- Schädigung angrenzender Gebäude(-teile) <br>- Reduzierte Sicherheit der Patienten:innen und Mitarbeiter:innen <br>- Beeinträchtigung des laufenden Betriebs im Allgemeinen <br>- höhere psychische Belastung der MA und Patient:innen",188,246,175,207,NA,3,4,3,3,TRUE,TRUE,NA,58,14.5,32,8,1856,2969600,180,2880,90,720
"5479",443,443,956801,8,3,3,"49.5","52.75","58.75","59.5",36,9,-1,-1,1237,1235,1239,327,327,"unbekannte Einbauten im Boden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",74,"classic","UÖ4",1237,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","	- keine vorliegenden Unterlagen","	- Mehrkosten",198,235,211,238,NA,3,3,3,3,TRUE,TRUE,NA,37,9.25,27,6.75,999,1598400,128,2048,64,512
"5481",443,443,956877,9,3,2,"53","52.5","67.5","64.75",24,6,-1,-1,1239,1237,1241,328,328,"keine Kenntnis über das Ausmaß des kontaminierten Abbruchmaterials (Asbest, gefährliche Stoffe) und kontaminierte Einbauten im Baugrund","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",75,"classic","UÖ5",1239,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","alte Baureste (Sondermüll) z. B. Abriss Schilddrüsenambulanz","	- Mehrkosten <br>- Baustelleneinschränkungen <br>- (erhöhte) Umweltauflagen werden nicht eingehalten",212,270,210,259,NA,3,4,2,3,FALSE,TRUE,NA,58,14.5,49,12.25,2842,4547200,214,3424,107,856
"5483",443,443,956953,7,3,2,"50","66.75","66.75","73.25",24,6,-1,-1,1241,1239,1243,329,329,"Verunreinigung angrenzender Gebäude","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",76,"classic","UÖ6",1241,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","Abklingbecken der Nuklearmedizin","	- Mehrkosten <br>- Projektverzögerungen <br>- Image <br>- Verunreinigung des Grundwassers",200,267,267,293,NA,3,4,2,2,FALSE,FALSE,NA,67,16.75,26,6.5,1742,2787200,186,2976,93,744
"5485",443,443,957029,8,4,2,"37.75","63","52.75","72.5",32,8,-1,-1,1243,1241,1245,330,330,"Verunreinigung des Grundwasser","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",77,"classic","UÖ7",1243,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","	- bauliche Tätigkeiten","Verlust des Trinkwasser",151,211,252,290,NA,2,3,2,2,TRUE,FALSE,NA,60,15,38,9.5,2280,3648000,196,3136,98,784
"5487",443,443,957105,7,4,2,"62","61.25","77.5","71",32,8,-1,-1,1245,1243,1375,331,331,"unkontrollierter Wassereintritt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",78,"classic","UÖ8",1245,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","	- Hochwasserschutz wurde nicht ausreichend berücksichtigt <br>- mangelnde Abdeckarbeiten im Zuge der Bautätigkeiten","	- Personenschaden <br>- Sachschaden  <br>- Bauverzögerung <br>- Sach- bzw. Personenschaden",248,310,245,284,NA,4,4,2,2,FALSE,FALSE,NA,62,15.5,39,9.75,2418,3868800,202,3232,101,808
"5489",443,443,957181,5,5,4,"88.25","52.75","100","69",80,20,-1,-1,1375,1245,1247,332,332,"Förderungen lukrieren","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",79,"classic","UÖ9",1375,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","","Budgetschonung",353,400,211,276,NA,5,5,2,3,FALSE,FALSE,NA,47,11.75,65,16.25,3055,4888000,224,3584,112,896
"5491",443,443,957257,8,4,1,"58.75","51","75.75","62.25",16,4,-1,-1,1247,1375,1249,333,333,"Beschaffenheit des Baugrunds nicht ausreichend bekannt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",80,"classic","UV1",1247,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","	- Materialaufbau <br>- Grundwasser <br>- Bestandseinbauten <br>- Kriegsdelikte","	- Mehrkosten <br>- zeitliche Verzögerung <br>- Gefährdung von Personen und Strukturen",235,303,204,249,NA,3,4,2,3,FALSE,FALSE,NA,68,17,45,11.25,3060,4896000,226,3616,113,904
"5493",443,443,957333,19,3,1,"71","68.25","85.25","79.5",12,3,-1,-1,1249,1247,1251,334,334,"Altbestand nicht ausreichend bekannt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",81,"classic","UV2",1249,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","	- Gebäude am Baufeld tlw. in Betrieb <br>- Bestandsunterlagen zur Statik liegen nicht vor","	- Mehrkosten <br>- zeitliche Verzögerung Umsetzungsprojekt <br>- Gefährdung von Personen und Strukturen",284,341,273,318,NA,4,5,2,2,FALSE,FALSE,NA,57,14.25,45,11.25,2565,4104000,204,3264,102,816
"5495",443,443,957409,13,3,2,"72.5","67.5","86","79.5",24,6,-1,-1,1251,1249,1253,335,335,"nicht einschätzbare Beschaffungsmarkt-  und -angebotspreisentwicklung,","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",82,"classic","UV3",1251,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","	- geopolitische Entwicklung/Ereignisse <br>- pandemische Entwicklung und Folgen (SiGe-Plan)","	- Mehrkosten <br>- Projektlaufzeit Umsetzungsprojekt durch fehlende Finanzierung nicht einhaltbar",290,344,270,318,NA,4,5,2,2,FALSE,FALSE,NA,54,13.5,48,12,2592,4147200,204,3264,102,816
"5497",443,443,957485,23,4,3,"67","56.5","79.5","66.75",48,12,-1,-1,1253,1251,1255,336,336,"nicht einschätzbare Verzögerungen, Unterbrechungen und Ausfälle von Lieferketten und Leistungen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",83,"classic","UV4",1253,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","	- geopolitische Entwicklung/Ereignisse <br>- pandemische Entwicklung und Folgen (SiGe-Plan)","	- Mehrkosten <br>- Projektlaufzeit Umsetzungsprojekt",268,318,226,267,NA,4,4,2,3,FALSE,FALSE,NA,50,12.5,41,10.25,2050,3280000,182,2912,91,728
"5499",443,443,957561,27,3,1,"76.75","81.75","91.25","93.5",12,3,-1,-1,1255,1253,1257,337,337,"Konkurs von Auftragsnehmern","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",84,"classic","UV5",1255,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","","Bau- und Projektverzug",307,365,327,374,NA,4,5,1,1,FALSE,FALSE,NA,58,14.5,47,11.75,2726,4361600,210,3360,105,840
"5501",443,443,957637,7,3,1,"62.5","69.5","74.5","79.75",12,3,-1,-1,1257,1255,1259,338,338,"fehlende Bieter im Vergabeverfahren (z. B. Planer und ausführende Gewerke)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",85,"classic","UV6",1257,844,"classic","27.09.2022",2,"06.09.2022","","20.09.2022",2,1,"","Marktsituation","Bau- und Projektverzug",250,298,278,319,NA,4,4,1,2,FALSE,FALSE,NA,48,12,41,10.25,1968,3148800,178,2848,89,712
